InvoiceID,Branch,CustomerType,Gender,ProductType,UnitPrice,Quantity,Tax,Total,PaymentType,Rating
439-54-7422,A,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,Credit card,4.7
396-90-2219,B,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,Cash,8.6
411-77-0180,A,Member,Male,Electronic accessories,72.2,7,25.27,530.67,UPI,4.3
286-01-5402,A,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,Cash,9.6
803-17-8013,A,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,Cash,4.1
512-98-1403,A,Member,Female,Electronic accessories,26.48,3,3.972,83.412,UPI,4.7
848-42-2560,A,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,Cash,7.8
532-59-7201,B,Member,Male,Sports and travel,79.93,6,23.979,503.559,Cash,5.5
181-94-6432,C,Member,Male,Fashion accessories,69.33,2,6.933,145.593,UPI,9.7
870-76-1733,A,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,Credit card,4.4
423-64-4619,A,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,Cash,5
227-07-4446,C,Member,Female,Electronic accessories,78.13,10,39.065,820.365,Cash,4.4
174-36-3675,C,Member,Male,Food and beverages,99.37,2,9.937,208.677,Cash,5.2
428-83-5800,C,Member,Female,Food and beverages,21.08,3,3.162,66.402,Cash,7.3
603-07-0961,C,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,Cash,4.9
704-20-4138,C,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,Credit card,8.1
787-15-1757,C,Member,Male,Health and beauty,44.07,4,8.814,185.094,UPI,8.4
649-11-3678,C,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,Cash,5.5
622-20-1945,C,Normal,Female,Health and beauty,39.42,1,1.971,41.391,Cash,8.4
372-94-8041,A,Normal,Male,Health and beauty,15.26,6,4.578,96.138,UPI,9.8
563-91-7120,A,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,Cash,6.7
746-54-5508,A,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,Credit card,9.4
276-54-0879,B,Normal,Male,Sports and travel,97.74,4,19.548,410.508,UPI,6.4
815-11-1168,A,Member,Male,Food and beverages,99.78,5,24.945,523.845,Cash,5.4
719-76-3868,C,Member,Male,Food and beverages,94.26,4,18.852,395.892,Cash,8.6
730-61-8757,B,Member,Male,Health and beauty,51.13,4,10.226,214.746,Credit card,4
340-66-0321,A,Member,Male,Electronic accessories,36.36,4,7.272,152.712,Cash,7.6
868-81-1752,B,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,Cash,6.8
634-97-8956,A,Normal,Male,Food and beverages,32.9,3,4.935,103.635,Credit card,9.1
566-71-1091,A,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,Cash,5.5
442-48-3607,A,Member,Male,Food and beverages,23.48,2,2.348,49.308,Credit card,7.9
835-16-0096,C,Member,Male,Sports and travel,14.7,5,3.675,77.175,UPI,8.5
527-09-6272,A,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,Credit card,9.1
898-04-2717,A,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,UPI,7.5
692-27-8933,B,Normal,Female,Sports and travel,57.95,6,17.385,365.085,Cash,5.2
633-09-3463,C,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,Credit card,9.5
374-17-3652,B,Member,Female,Food and beverages,42.82,9,19.269,404.649,Credit card,8.9
378-07-7001,B,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,Credit card,7.8
433-75-6987,B,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,UPI,8.9
873-95-4984,B,Member,Female,Health and beauty,76.9,7,26.915,565.215,Cash,7.7
416-13-5917,C,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,UPI,9.3
150-89-8043,A,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,Cash,6.2
135-84-8019,A,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,UPI,7.6
441-94-7118,A,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,Cash,7.3
725-96-3778,C,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,Cash,4.7
531-80-1784,A,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,Cash,5.1
400-45-1220,B,Normal,Female,Health and beauty,13.5,10,6.75,141.75,Credit card,4.8
860-79-0874,C,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,Credit card,6.6
834-61-8124,A,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,Cash,5.5
115-99-4379,B,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,Credit card,8.5
565-67-6697,B,Member,Male,Home and lifestyle,27,9,12.15,255.15,Cash,4.8
320-49-6392,C,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,Cash,8.4
889-04-9723,B,Member,Female,Food and beverages,89.14,4,17.828,374.388,Credit card,7.8
632-90-0281,C,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,Credit card,9.3
554-42-2417,C,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,Cash,5.2
453-63-6187,B,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,UPI,6.5
578-80-7669,B,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,Cash,5.6
612-36-5536,A,Member,Male,Food and beverages,80.96,8,32.384,680.064,Credit card,7.4
605-72-4132,C,Normal,Female,Food and beverages,94.47,8,37.788,793.548,Cash,9.1
471-41-2823,C,Normal,Male,Food and beverages,99.79,2,9.979,209.559,UPI,8
462-67-9126,A,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,Cash,7.2
272-27-9238,C,Normal,Female,Food and beverages,41.24,4,8.248,173.208,Cash,7.1
834-25-9262,C,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,Cash,9.1
122-61-9553,C,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,Cash,5.6
468-88-0009,A,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,Cash,6
613-59-9758,C,Normal,Female,Sports and travel,14.36,10,7.18,150.78,Cash,5.4
254-31-0042,A,Member,Male,Electronic accessories,21.5,9,9.675,203.175,Credit card,7.8
201-86-2184,B,Member,Female,Electronic accessories,26.26,7,9.191,193.011,Cash,9.9
261-12-8671,B,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,Credit card,4.9
730-70-9830,C,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,UPI,5.2
382-25-8917,C,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,Cash,8.9
422-29-8786,A,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,Credit card,9.1
667-23-5919,A,Member,Female,Fashion accessories,96.7,5,24.175,507.675,UPI,7
843-01-4703,B,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,Credit card,9.6
743-88-1662,C,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,UPI,8.7
595-86-2894,C,Member,Male,Fashion accessories,96.98,4,19.396,407.316,UPI,9.4
182-69-8360,B,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,Credit card,4
289-15-7034,A,Member,Male,Sports and travel,82.33,4,16.466,345.786,Credit card,7.5
462-78-5240,C,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,Cash,4.2
868-52-7573,B,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,Cash,9.9
153-58-4872,C,Member,Female,Food and beverages,74.89,4,14.978,314.538,UPI,4.2
662-72-2873,A,Normal,Female,Food and beverages,40.94,5,10.235,214.935,UPI,9.9
525-88-7307,B,Member,Male,Sports and travel,75.82,1,3.791,79.611,Cash,5.8
689-16-9784,C,Normal,Male,Food and beverages,46.77,6,14.031,294.651,Cash,6
725-56-0833,A,Normal,Female,Health and beauty,32.32,10,16.16,339.36,Credit card,10
394-41-0748,C,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,UPI,9.5
596-42-3999,B,Normal,Male,Food and beverages,18.22,7,6.377,133.917,Credit card,6.6
541-89-9860,C,Member,Female,Fashion accessories,80.48,3,12.072,253.512,Cash,8.1
173-82-9529,B,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,Cash,9.7
563-36-9814,A,Member,Male,Electronic accessories,76.82,1,3.841,80.661,UPI,7.2
308-47-4913,A,Member,Female,Sports and travel,52.26,10,26.13,548.73,Credit card,6.2
885-17-6250,A,Normal,Female,Health and beauty,79.74,1,3.987,83.727,UPI,7.3
726-27-2396,A,Normal,Female,Health and beauty,77.5,5,19.375,406.875,UPI,4.3
316-01-3952,A,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,UPI,4.6
760-54-1821,B,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,Cash,5.8
793-10-3222,B,Member,Female,Health and beauty,41.06,6,12.318,258.678,Credit card,8.3
346-12-3257,B,Member,Male,Electronic accessories,19.24,9,8.658,181.818,Cash,8
110-05-6330,C,Normal,Female,Food and beverages,39.43,6,11.829,248.409,Credit card,9.4
651-61-0874,C,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,Credit card,6.2
236-86-3015,C,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,UPI,9.8
831-64-0259,B,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,UPI,9.6
587-03-7455,C,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,UPI,4.9
882-40-4577,A,Member,Male,Sports and travel,67.26,4,13.452,282.492,Credit card,8
732-67-5346,A,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,Credit card,7.8
725-32-9708,B,Member,Female,Fashion accessories,68.71,4,13.742,288.582,Cash,4.1
256-08-8343,A,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,UPI,5.5
372-26-1506,C,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,UPI,5.4
244-08-0162,B,Normal,Female,Health and beauty,34.21,10,17.105,359.205,Cash,5.1
569-71-4390,B,Normal,Male,Sports and travel,21.87,2,2.187,45.927,UPI,6.9
132-23-6451,A,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,Cash,7.8
696-90-2548,A,Normal,Male,Sports and travel,25.84,3,3.876,81.396,UPI,6.6
472-15-9636,A,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,UPI,9.2
268-03-6164,B,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,UPI,7.8
750-57-9686,C,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,Credit card,8.7
186-09-3669,C,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,UPI,9.2
848-07-1692,B,Normal,Female,Health and beauty,57.22,2,5.722,120.162,UPI,8.3
745-71-3520,A,Member,Female,Electronic accessories,25.22,7,8.827,185.367,Cash,8.2
266-76-6436,C,Member,Female,Food and beverages,38.6,3,5.79,121.59,UPI,7.5
740-22-2500,C,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,Cash,9.8
271-88-8734,C,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,Credit card,8.7
301-81-8610,B,Member,Male,Fashion accessories,25.42,8,10.168,213.528,Credit card,6.7
489-64-4354,C,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,Cash,5
198-84-7132,B,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,Cash,7
269-10-8440,A,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,Cash,8.9
650-98-6268,B,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,Credit card,8
741-73-3559,B,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,Cash,6.9
325-77-6186,A,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,UPI,7.3
286-75-7818,B,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,Credit card,6.9
574-57-9721,C,Normal,Male,Food and beverages,43.27,2,4.327,90.867,UPI,5.7
459-50-7686,A,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,UPI,6.4
616-87-0016,B,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,Credit card,9.6
837-55-7229,B,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,Credit card,6.8
751-69-0068,C,Normal,Male,Sports and travel,99.24,9,44.658,937.818,UPI,9
257-73-1380,C,Member,Male,Sports and travel,82.93,4,16.586,348.306,UPI,9.6
345-08-4992,A,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,Credit card,7.7
549-96-4200,C,Member,Male,Food and beverages,17.04,4,3.408,71.568,UPI,7
810-60-6344,C,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,Credit card,6.5
450-28-2866,C,Member,Male,Food and beverages,17.44,5,4.36,91.56,Cash,8.1
394-30-3170,B,Member,Female,Sports and travel,88.43,8,35.372,742.812,Credit card,4.3
138-17-5109,A,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,Credit card,6.5
192-98-7397,C,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,UPI,9.5
301-11-9629,A,Normal,Female,Sports and travel,19.1,7,6.685,140.385,Cash,9.7
390-80-5128,B,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,Credit card,9.5
235-46-8343,C,Member,Male,Food and beverages,27.66,10,13.83,290.43,Credit card,8.9
453-12-7053,C,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,Credit card,6.5
296-11-7041,B,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,Credit card,5.3
449-27-2918,B,Member,Female,Sports and travel,39.12,1,1.956,41.076,Credit card,9.6
891-01-7034,B,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,Cash,6.7
744-09-5786,B,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,Cash,7.6
727-17-0390,A,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,UPI,4.8
568-88-3448,A,Normal,Male,Health and beauty,25,1,1.25,26.25,UPI,5.5
187-83-5490,A,Member,Male,Electronic accessories,20.77,4,4.154,87.234,Cash,4.7
767-54-1907,B,Member,Female,Fashion accessories,29.56,5,7.39,155.19,Cash,6.9
710-46-4433,B,Member,Female,Food and beverages,77.4,9,34.83,731.43,Credit card,4.5
533-33-5337,B,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,Cash,6.2
325-90-8763,C,Member,Female,Electronic accessories,46.57,10,23.285,488.985,Cash,7.6
729-46-7422,C,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,Credit card,7.9
639-76-1242,C,Normal,Male,Food and beverages,40.52,5,10.13,212.73,Cash,4.5
234-03-4040,B,Member,Female,Food and beverages,73.05,10,36.525,767.025,Credit card,8.7
326-71-2155,C,Normal,Female,Sports and travel,73.95,4,14.79,310.59,Cash,6.1
320-32-8842,C,Member,Female,Food and beverages,22.62,1,1.131,23.751,Cash,6.4
470-32-9057,A,Member,Male,Food and beverages,51.34,5,12.835,269.535,Credit card,9.1
878-30-2331,C,Member,Female,Sports and travel,54.55,10,27.275,572.775,Credit card,7.1
440-59-5691,C,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,Credit card,7.7
554-53-3790,B,Normal,Male,Sports and travel,37.02,6,11.106,233.226,Cash,4.5
746-19-0921,C,Normal,Male,Food and beverages,21.58,1,1.079,22.659,UPI,7.2
233-34-0817,C,Member,Female,Electronic accessories,98.84,1,4.942,103.782,Cash,8.4
767-05-1286,C,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,UPI,5.4
340-21-9136,A,Member,Female,Sports and travel,40.05,4,8.01,168.21,Cash,9.7
405-31-3305,A,Member,Male,Fashion accessories,43.13,10,21.565,452.865,Credit card,5.5
731-59-7531,B,Member,Male,Health and beauty,72.57,8,29.028,609.588,Cash,4.6
676-39-6028,A,Member,Female,Electronic accessories,64.44,5,16.11,338.31,Cash,6.6
502-05-1910,A,Normal,Male,Health and beauty,65.18,3,9.777,205.317,Credit card,6.3
485-30-8700,A,Normal,Female,Sports and travel,33.26,5,8.315,174.615,Credit card,4.2
598-47-9715,C,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,UPI,4.4
701-69-8742,B,Normal,Male,Sports and travel,34.37,10,17.185,360.885,UPI,6.7
575-67-1508,A,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,UPI,6.7
541-08-3113,C,Normal,Male,Food and beverages,65.97,8,26.388,554.148,Cash,8.4
246-11-3901,C,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,Cash,6.2
674-15-9296,A,Normal,Male,Sports and travel,37.14,5,9.285,194.985,UPI,5
305-18-3552,B,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,Cash,6
493-65-6248,C,Member,Female,Sports and travel,36.98,10,18.49,388.29,Credit card,7
438-01-4015,B,Member,Female,Sports and travel,49.49,4,9.898,207.858,UPI,6.6
709-58-4068,B,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,Cash,7.3
795-49-7276,A,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,UPI,8.3
556-72-8512,C,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,Cash,4.3
627-95-3243,B,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,UPI,9.8
686-41-0932,B,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,UPI,8.2
510-09-5628,A,Member,Female,Fashion accessories,19.66,10,9.83,206.43,Credit card,7.2
608-04-3797,B,Member,Female,Health and beauty,25.32,8,10.128,212.688,UPI,8.7
148-82-2527,C,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,Credit card,8.4
437-53-3084,B,Normal,Male,Fashion accessories,99.89,2,9.989,209.769,UPI,7.1
632-32-4574,B,Normal,Male,Sports and travel,75.92,8,30.368,637.728,Cash,5.5
556-97-7101,C,Normal,Female,Electronic accessories,63.22,2,6.322,132.762,Cash,8.5
862-59-8517,C,Normal,Female,Food and beverages,90.24,6,27.072,568.512,Cash,6.2
401-18-8016,B,Member,Female,Sports and travel,98.13,1,4.9065,103.0365,Cash,8.9
420-18-8989,A,Member,Female,Sports and travel,51.52,8,20.608,432.768,Cash,9.6
277-63-2961,B,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,Credit card,5.4
573-98-8548,C,Member,Female,Fashion accessories,31.9,1,1.595,33.495,UPI,9.1
620-02-2046,C,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,UPI,9
282-35-2475,B,Normal,Female,Sports and travel,93.31,2,9.331,195.951,Cash,6.3
511-54-3087,B,Normal,Male,Sports and travel,88.45,1,4.4225,92.8725,Credit card,9.5
726-29-6793,A,Member,Male,Electronic accessories,24.18,8,9.672,203.112,UPI,9.8
387-49-4215,B,Member,Female,Sports and travel,48.5,3,7.275,152.775,Cash,6.7
862-17-9201,B,Normal,Female,Food and beverages,84.05,6,25.215,529.515,Credit card,7.7
291-21-5991,B,Member,Male,Health and beauty,61.29,5,15.3225,321.7725,Cash,7
602-80-9671,C,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,Credit card,5.1
347-72-6115,B,Member,Female,Sports and travel,90.74,7,31.759,666.939,Credit card,6.2
209-61-0206,A,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.2775,UPI,6.1
595-27-4851,A,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,UPI,9.3
189-52-0236,A,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,Cash,7.6
503-07-0930,C,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,Credit card,8.2
413-20-6708,C,Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,UPI,8.5
425-85-2085,B,Member,Male,Health and beauty,54.86,5,13.715,288.015,UPI,9.8
521-18-7827,C,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,Credit card,8.7
220-28-1851,A,Normal,Male,Home and lifestyle,34.73,2,3.473,72.933,UPI,9.7
600-38-9738,C,Member,Male,Sports and travel,71.92,5,17.98,377.58,Credit card,4.3
734-91-1155,B,Normal,Female,Electronic accessories,45.71,3,6.8565,143.9865,Credit card,7.7
451-28-5717,C,Member,Female,Home and lifestyle,83.17,6,24.951,523.971,Cash,7.3
609-81-8548,A,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,Credit card,5.9
133-14-7229,C,Normal,Male,Health and beauty,62.87,2,6.287,132.027,Cash,5
534-01-4457,A,Normal,Male,Food and beverages,81.71,6,24.513,514.773,Credit card,8
719-89-8991,A,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,UPI,7.1
286-62-6248,B,Normal,Male,Fashion accessories,39.21,4,7.842,164.682,Credit card,9
339-38-9982,B,Member,Male,Fashion accessories,59.86,2,5.986,125.706,UPI,6.7
827-44-5872,B,Member,Female,Food and beverages,54.36,10,27.18,570.78,Credit card,6.1
827-77-7633,A,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,Cash,9.3
287-83-1405,A,Normal,Male,Health and beauty,25.43,6,7.629,160.209,UPI,7
435-13-4908,A,Member,Male,Fashion accessories,86.68,8,34.672,728.112,Credit card,7.2
857-67-9057,B,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,UPI,8.2
236-27-1144,C,Normal,Female,Food and beverages,16.31,9,7.3395,154.1295,UPI,8.4
892-05-6689,A,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,UPI,6.2
583-41-4548,C,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,UPI,7.4
339-12-4827,B,Member,Female,Fashion accessories,73.96,1,3.698,77.658,Credit card,5
643-38-7867,A,Normal,Male,Home and lifestyle,97.94,1,4.897,102.837,UPI,6.9
308-81-0538,A,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,Credit card,4.9
358-88-9262,C,Member,Female,Food and beverages,87.48,6,26.244,551.124,UPI,5.1
460-35-4390,A,Normal,Male,Home and lifestyle,30.68,3,4.602,96.642,UPI,9.1
343-87-0864,C,Member,Male,Health and beauty,75.88,1,3.794,79.674,Credit card,7.1
173-50-1108,B,Member,Female,Sports and travel,20.18,4,4.036,84.756,Credit card,5
243-47-2663,C,Member,Male,Electronic accessories,18.77,6,5.631,118.251,Credit card,5.5
841-18-8232,B,Normal,Female,Food and beverages,71.2,1,3.56,74.76,Credit card,9.2
701-23-5550,B,Member,Male,Home and lifestyle,38.81,4,7.762,163.002,UPI,4.9
647-50-1224,A,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,UPI,8.9
541-48-8554,A,Normal,Male,Sports and travel,60.95,9,27.4275,575.9775,Credit card,6
539-21-7227,B,Normal,Female,Sports and travel,51.54,5,12.885,270.585,Cash,4.2
213-32-1216,A,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,Cash,7.3
747-58-7183,B,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4005,UPI,6.5
582-52-8065,B,Normal,Female,Fashion accessories,54.31,9,24.4395,513.2295,Cash,8.9
210-57-1719,B,Normal,Female,Health and beauty,58.24,9,26.208,550.368,Cash,9.7
399-69-4630,C,Normal,Male,Electronic accessories,22.21,6,6.663,139.923,Credit card,8.6
134-75-2619,A,Member,Male,Electronic accessories,19.32,7,6.762,142.002,Cash,6.9
356-44-8813,B,Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,Credit card,7.7
198-66-9832,B,Member,Female,Fashion accessories,72.04,2,7.204,151.284,Cash,9.5
283-26-5248,C,Member,Female,Food and beverages,98.52,10,49.26,1034.46,UPI,4.5
712-39-0363,A,Member,Male,Food and beverages,41.66,6,12.498,262.458,UPI,5.6
218-59-9410,A,Member,Female,Home and lifestyle,72.42,3,10.863,228.123,UPI,8.2
174-75-0888,B,Normal,Male,Electronic accessories,21.58,9,9.711,203.931,Cash,7.3
866-99-7614,C,Normal,Male,Food and beverages,89.2,10,44.6,936.6,Credit card,4.4
134-54-4720,B,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,UPI,5.7
760-90-2357,A,Member,Male,Electronic accessories,74.51,6,22.353,469.413,UPI,5
514-37-2845,B,Normal,Male,Fashion accessories,99.25,2,9.925,208.425,Cash,9
698-98-5964,A,Normal,Female,Food and beverages,81.21,10,40.605,852.705,Credit card,6.3
718-57-9773,C,Normal,Female,Sports and travel,49.33,10,24.665,517.965,Credit card,9.4
651-88-7328,A,Normal,Female,Fashion accessories,65.74,9,29.583,621.243,Cash,7.7
241-11-2261,B,Normal,Female,Fashion accessories,79.86,7,27.951,586.971,Credit card,5.5
408-26-9866,C,Normal,Female,Sports and travel,73.98,7,25.893,543.753,UPI,4.1
834-83-1826,B,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,Credit card,7.6
343-61-3544,B,Member,Male,Sports and travel,26.67,10,13.335,280.035,Cash,8.6
239-48-4278,A,Member,Male,Food and beverages,10.13,7,3.5455,74.4555,UPI,8.3
355-34-6244,B,Normal,Male,Food and beverages,72.39,2,7.239,152.019,Credit card,8.1
550-84-8664,A,Normal,Male,Sports and travel,85.91,5,21.4775,451.0275,Credit card,8.6
339-96-8318,B,Member,Male,Fashion accessories,81.31,7,28.4585,597.6285,UPI,6.3
458-61-0011,B,Normal,Male,Food and beverages,60.3,4,12.06,253.26,Cash,5.8
592-34-6155,C,Normal,Male,Food and beverages,31.77,4,6.354,133.434,UPI,6.2
797-88-0493,A,Normal,Female,Health and beauty,64.27,4,12.854,269.934,Cash,7.7
207-73-1363,B,Normal,Male,Health and beauty,69.51,2,6.951,145.971,UPI,8.1
390-31-6381,C,Normal,Male,Food and beverages,27.22,3,4.083,85.743,Cash,7.3
443-82-0585,A,Member,Female,Health and beauty,77.68,4,15.536,326.256,Cash,8.4
339-18-7061,C,Member,Female,Fashion accessories,92.98,2,9.298,195.258,Credit card,8
359-90-3665,B,Member,Female,Fashion accessories,18.08,4,3.616,75.936,Credit card,9.5
375-72-3056,B,Normal,Male,Sports and travel,63.06,3,9.459,198.639,UPI,7
127-47-6963,A,Normal,Male,Health and beauty,51.71,4,10.342,217.182,Credit card,9.8
278-86-2735,A,Normal,Female,Food and beverages,52.34,3,7.851,164.871,Cash,9.2
695-28-6250,A,Normal,Female,Sports and travel,43.06,5,10.765,226.065,UPI,7.7
379-17-6588,C,Normal,Male,Fashion accessories,59.61,10,29.805,625.905,Cash,5.3
227-50-3718,A,Normal,Male,Health and beauty,14.62,5,3.655,76.755,Cash,4.4
302-15-2162,C,Member,Male,Health and beauty,46.53,6,13.959,293.139,Credit card,4.3
788-07-8452,C,Member,Female,Home and lifestyle,24.24,7,8.484,178.164,UPI,9.4
560-49-6611,A,Member,Female,Sports and travel,45.58,1,2.279,47.859,Cash,9.8
880-35-0356,A,Member,Female,Sports and travel,75.2,3,11.28,236.88,UPI,4.8
585-11-6748,B,Member,Male,Sports and travel,96.8,3,14.52,304.92,Cash,5.3
470-31-3286,B,Normal,Male,Health and beauty,14.82,3,2.223,46.683,Credit card,8.7
152-68-2907,A,Normal,Male,Food and beverages,52.2,3,7.83,164.43,Credit card,9.5
123-35-4896,C,Normal,Female,Sports and travel,46.66,9,20.997,440.937,UPI,5.3
258-69-7810,C,Normal,Female,Fashion accessories,36.85,5,9.2125,193.4625,Cash,9.2
334-64-2006,A,Member,Female,Home and lifestyle,70.32,2,7.032,147.672,UPI,9.6
219-61-4139,C,Normal,Male,Electronic accessories,83.08,1,4.154,87.234,UPI,6.4
881-41-7302,C,Normal,Female,Fashion accessories,64.99,1,3.2495,68.2395,Credit card,4.5
373-09-4567,C,Normal,Male,Food and beverages,77.56,10,38.78,814.38,UPI,6.9
642-30-6693,B,Normal,Female,Sports and travel,54.51,6,16.353,343.413,UPI,7.8
484-22-8230,C,Member,Female,Fashion accessories,51.89,7,18.1615,381.3915,Cash,4.5
830-58-2383,B,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,Cash,8.6
559-98-9873,A,Member,Female,Fashion accessories,53.65,7,18.7775,394.3275,UPI,5.2
544-32-5024,C,Member,Female,Food and beverages,49.79,4,9.958,209.118,Credit card,6.4
